AS|1953|8857924
AS|1954|9064017
AS|1955|9277087
AS|1956|9500606
AS|1957|9712569
AS|1958|9915267
AS|1959|10131729
AS|1960|10361273
AS|1961|10598814
AS|1962|10794968
AS|1963|11001483
AS|1964|11218304
AS|1965|11439384
AS|1966|11655083
AS|1967|11872264
AS|1968|12101660
AS|1969|12379384
AS|1970|12660160
AS|1971|12937200
AS|1972|13177000
AS|1973|13380400
AS|1974|13599100
AS|1975|13771400
AS|1976|13915500
AS|1977|14074100
AS|1978|14248600
AS|1979|14421900
AS|1980|14615900
AS|1981|14923260
AS|1982|15161775
AS|1983|15348066
AS|1984|15510476
AS|1985|15695238
AS|1986|15900415
AS|1987|16136716
AS|1988|16400734
AS|1989|16680597
AS|1990|16956242
AS|1991|17202125
AS|1992|17418927
AS|1993|17607798
AS|1994|17781089
AS|1995|17975634
AS|1996|18195852
AS|1997|18415263
AS|1998|18620837
AS|1999|18830251
AS|2000|19053186
AS|2001|19294257
AS|2002|19534938
AS|2003|19766540
AS|2004|19995075
AS|2005|20232346
AS|2006|20489472
AS|2007|20749625
AS|2008|21007310
AS|2009|21262641
AS|2010|21515754
AS|2011|21766711
AS|2012|22015576
AS|2013|22262501
AS|2014|22507617
AS|2015|22751014
AS|2016|22992654
AS|2017|23232413
AS|2018|23470145
AS|2019|23705630
AS|2020|23938599
AS|2021|24168697
AS|2022|24395561
AS|2023|24618891
AS|2024|24838374
AS|2025|25053669
AS|2026|25264384
AS|2027|25470163
AS|2028|25670760
AS|2029|25866008
AS|2030|26055815
AS|2031|26240416
AS|2032|26420129
AS|2033|26595084
AS|2034|26765457
AS|2035|26931448
AS|2036|27093208
AS|2037|27250898
AS|2038|27404752
AS|2039|27554998
AS|2040|27701843
AS|2041|27845402
AS|2042|27985787
AS|2043|28123182
AS|2044|28257760
AS|2045|28389679
AS|2046|28519028
AS|2047|28645887
AS|2048|28770380
AS|2049|28892628
AS|2050|29012740
AU|1950|6935100
AU|1951|6935451
AU|1952|6927772
AU|1953|6932483
AU|1954|6940209
AU|1955|6946885
AU|1956|6952359
AU|1957|6965860
AU|1958|6987358
AU|1959|7014331
AU|1960|7047437
AU|1961|7086299
AU|1962|7129864
AU|1963|7175811
AU|1964|7223801
AU|1965|7270889
AU|1966|7322066
AU|1967|7376998
AU|1968|7415403
AU|1969|7441055
AU|1970|7467086
AU|1971|7500482
AU|1972|7544201
AU|1973|7586115
AU|1974|7599038
AU|1975|7578903
AU|1976|7565525
AU|1977|7568430
AU|1978|7562305
AU|1979|7549425
AU|1980|7549433
AU|1981|7564629
AU|1982|7574613
AU|1983|7552896
AU|1984|7554132
AU|1985|7559776
AU|1986|7568242
AU|1987|7578903
AU|1988|7599791
AU|1989|7627861
AU|1990|7722953
AU|1991|7818423
AU|1992|7914969
AU|1993|7988599
AU|1994|8027539
AU|1995|8047432
AU|1996|8060851
AU|1997|8069875
AU|1998|8078621
AU|1999|8094155
AU|2000|8113392
AU|2001|8141540
AU|2002|8178095
AU|2003|8215680
AU|2004|8263235
AU|2005|8314652
AU|2006|8352180
AU|2007|8379589
AU|2008|8406796
AU|2009|8428464
AU|2010|8447901
AU|2011|8475092
AU|2012|8513010
AU|2013|8562634
AU|2014|8615828
AU|2015|8665550
AU|2016|8711770
AU|2017|8754413
AU|2018|8793370
AU|2019|8828456
AU|2020|8859449
AU|2021|8887740
AU|2022|8914793
AU|2023|8940494
AU|2024|8964711
AU|2025|8987330
AU|2026|9008251
AU|2027|9027437
AU|2028|9044890
AU|2029|9060602
AU|2030|9074603
AU|2031|9086906
AU|2032|9097548
AU|2033|9106631
AU|2034|9114261
AU|2035|9120566
AU|2036|9125639
AU|2037|9129542
AU|2038|9132373
AU|2039|9134218
AU|2040|9135160
AU|2041|9135268
AU|2042|9134609
AU|2043|9133273
AU|2044|9131316
AU|2045|9128789
AU|2046|9125707
AU|2047|9122038
AU|2048|9117798
AU|2049|9113061
AU|2050|9107912
AV|1950|5219
AV|1951|5261
AV|1952|5303
AV|1953|5345
AV|1954|5387
AV|1955|5430
AV|1956|5473
AV|1957|5516
AV|1958|5560
AV|1959|5604
